Case #1: 38
11 35 54903
12 14 363918
12 17 512890
12 19 376711
12 22 372143
12 26 202731
12 28 470997
12 29 362040
12 30 435514
12 36 356541
13 17 384392
13 20 236541
13 36 235386
14 17 245929
14 19 126473
14 24 222316
14 28 252814
14 35 261896
14 38 234730
15 23 161045
15 27 232372
15 30 212689
15 32 38177
15 33 141624
15 36 107616
16 22 345724
16 27 220056
16 34 317301
16 35 407790
16 37 344659
16 38 359139
17 39 348048
18 20 270672
18 30 156381
18 31 115487
18 32 94485
18 35 242414
19 24 266377
19 26 341930
19 30 229158
19 33 158093
19 35 315191
19 39 222885
20 21 299407
20 22 311587
20 23 346756
20 25 260394
20 30 374958
20 37 310522
20 38 352860
21 22 236375
21 24 367291
21 38 249790
22 28 177979
22 29 245092
22 30 154401
22 31 146053
22 35 115465
23 24 222322
23 25 255335
23 29 133028
23 30 250001
23 31 181291
23 37 321688
24 26 237768
24 35 93012
24 39 283926
25 26 248526
25 27 184008
25 28 365501
25 30 450684
25 32 256026
25 39 316939
26 34 201264
26 38 351341
27 29 204355
27 30 321328
27 32 270549
27 38 268496
28 29 277802
28 32 211608
28 35 62514
28 36 281047
29 33 169641
29 37 214254
29 38 209943
30 31 209424
30 36 226987
30 38 228816
30 39 311605
31 33 108245
31 35 227700
32 34 74350
32 35 261192
35 38 210513
Case #227: 212
1 4 66814
1 19 239333
1 33 265380
1 34 228446
1 37 238717
1 38 395996
1 41 310873
2 6 375250
2 12 157697
2 13 279717
2 21 417698
2 29 449724
2 41 409132
2 44 315202
3 13 182177
3 20 99605
3 21 196862
3 22 335358
3 26 147842
3 42 314829
3 44 269336
4 5 300343
4 22 298014
4 41 244059
4 47 155729
5 10 335930
5 12 468962
5 16 404641
5 17 371744
5 24 234837
5 26 355877
5 28 295398
5 29 411346
5 32 199507
5 38 296848
5 39 333364
5 40 318310
5 45 303837
6 10 199689
6 17 235503
6 21 243079
6 25 150914
6 27 220389
6 33 248903
6 40 182069
6 41 292210
7 30 179728
7 33 211800
7 40 242807
7 41 337549
8 10 148855
8 12 168644
8 13 160425
8 15 154826
8 16 4835
8 30 176198
8 32 214415
8 45 202958
9 15 135761
9 16 295422
9 17 262525
9 25 177936
9 28 186179
9 30 209109
9 32 90288
9 35 227533
9 37 79972
10 11 143497
10 15 131567
10 24 141783
10 34 207653
10 38 204024
10 42 217243
11 25 98939
11 29 145942
11 32 192081
11 39 128716
11 43 113562
11 47 93306
12 13 132012
12 14 223115
12 21 345159
12 30 258117
12 32 296334
12 36 311604
12 37 285933
12 38 395927
12 47 314908
13 15 155995
13 26 272722
13 31 227826
13 40 143545
13 42 331114
14 20 208576
14 25 177328
14 29 253743
14 38 299103
14 40 236231
14 41 361660
15 18 68769
15 26 180335
15 34 172296
15 35 102684
15 38 209995
15 39 168089
15 44 178622
16 18 90892
16 28 158103
16 38 232118
16 40 233639
16 41 294675
16 43 140731
16 45 207793
17 21 245543
17 27 15114
17 30 134020
17 32 172237
17 33 200836
17 37 292081
17 39 183464
17 44 175230
17 46 126085
18 20 142192
18 23 209001
18 27 209860
18 28 113884
18 33 193967
18 36 243109
18 40 169847
18 43 131256
18 44 109853
18 46 135218
18 47 141464
19 21 135463
19 30 383115
19 31 339108
19 34 350474
19 36 490350
19 38 244520
19 44 308983
19 46 306279
20 26 208924
20 33 237339
20 36 272067
20 39 145375
20 40 27655
20 41 289823
20 45 167600
21 26 151005
21 33 334596
21 35 259668
21 37 223396
21 42 338471
21 43 227478
22 29 317019
23 25 235595
23 37 321191
24 29 176509
24 30 250543
24 33 282615
24 41 317107
24 42 201694
24 44 314434
25 28 140478
25 33 220561
25 35 144859
25 41 230377
25 43 157850
25 46 161812
26 29 183031
26 32 195745
26 35 108663
26 40 220607
26 43 117226
26 45 100156
27 31 150934
27 35 209672
27 44 160116
28 30 57674
28 33 89746
28 38 255110
28 41 317667
29 33 366622
29 34 261474
29 39 267330
29 41 174977
30 31 112632
30 34 269396
30 36 268450
30 46 181180
32 33 185637
32 34 307613
32 36 306667
32 37 170260
32 39 260389
32 43 78519
32 47 224979
33 36 321143
33 38 335193
33 43 107118
33 44 303820
33 45 194935
34 45 261756
35 38 266634
35 47 141276
36 41 446892
36 42 344617
37 47 188545
39 43 182534
43 47 147124
44 46 245071
45 46 118779
Case #228: Impossible
Case #229: 66
1 6 324740
1 10 421180
1 22 566170
2 10 359739
2 15 500001
2 22 381977
2 25 347780
3 22 500433
3 23 320508
4 9 654578
4 12 771976
4 33 517192
5 6 306535
5 10 402975
5 19 586547
5 29 235192
6 10 251840
6 17 80830
6 23 218736
7 8 611670
7 13 375042
7 15 111627
7 31 301064
8 15 659671
8 27 839513
8 32 311270
9 17 365953
9 31 433835
10 16 56191
10 18 203502
10 23 315176
10 27 572225
10 33 313179
11 13 529503
11 22 496074
11 23 525549
11 28 361016
11 29 397130
12 13 532553
12 23 528599
13 14 177712
13 16 375321
13 17 141860
13 26 193917
13 27 631932
14 22 358112
14 25 273453
14 27 454220
16 18 259693
16 29 242948
17 20 71604
17 32 382008
18 19 387074
18 33 168401
19 30 369760
20 31 139486
21 31 114211
22 28 225124
22 31 272959
23 26 189963
23 27 627978
23 28 235042
23 29 147393
25 26 237194
28 31 137901
30 33 151087
Case #230: 53
1 2 351949
1 3 92291
1 5 341123
1 6 288732
1 7 236349
1 8 404536
1 9 45870
1 10 256818
1 11 165153
1 12 155452
2 3 259658
2 5 275638
2 6 549001
2 7 403716
2 8 212225
2 9 397819
2 10 591734
2 11 500069
3 5 420259
3 6 317438
3 8 356846
3 9 138161
3 10 349109
3 11 257444
4 5 144889
4 8 81476
4 9 440142
4 10 460985
4 11 369320
4 12 284613
5 6 400189
5 7 348605
5 9 295253
5 10 316096
5 11 224431
5 12 429502
6 7 173380
6 8 336776
6 9 272196
6 10 545550
6 11 453885
6 12 254277
7 8 285192
7 10 493167
7 11 401502
7 12 80897
8 9 358666
8 10 379509
8 11 287844
9 11 211023
9 12 201322
10 12 412270
11 12 320605
Case #231: 419
1 4 115456
1 6 110805
1 7 53126
1 11 96084
1 12 115020
1 13 106840
1 21 99656
1 24 106921
1 25 51200
1 26 105112
1 27 123083
1 28 148714
1 29 121215
1 31 52172
1 33 53306
1 34 13668
1 36 39770
1 38 91945
1 43 161542
2 6 88710
2 8 182646
2 9 179065
2 10 205565
2 12 203794
2 15 164408
2 16 158292
2 17 203588
2 18 185514
2 19 204963
2 21 188425
2 22 199464
2 24 229551
2 26 77781
2 28 227488
2 32 233634
2 35 212345
2 36 143123
2 37 146508
2 38 236563
3 7 69189
3 9 63197
3 11 68990
3 12 87926
3 14 123555
3 17 143492
3 18 35790
3 23 81957
3 26 143523
3 30 41883
3 31 55344
3 36 101041
3 39 99116
3 41 120567
3 43 164714
4 9 124208
4 12 148937
4 16 130735
4 18 96801
4 19 96213
4 22 132027
4 23 112702
4 25 131551
4 26 185463
4 27 20336
4 32 74972
4 33 87223
4 34 101788
4 35 123632
4 37 84151
4 38 148649
4 40 43205
4 43 91649
5 8 234255
5 9 158367
5 10 93750
5 17 194507
5 18 130960
5 19 150843
5 22 169546
5 23 167332
5 24 139764
5 25 165900
5 26 170249
5 27 70025
5 28 20542
5 32 73630
5 33 130743
5 35 157791
5 36 154470
5 37 150448
5 40 105397
5 43 180725
6 7 139984
6 8 134250
6 11 170492
6 12 189428
6 13 106531
6 14 102559
6 17 114878
6 20 211462
6 23 127522
6 25 145419
6 29 126006
6 31 117738
6 32 144924
6 34 97137
6 35 164123
6 37 57798
6 39 137425
6 41 108167
6 43 161601
7 10 91635
7 11 66599
7 17 97944
7 18 33399
7 21 100437
7 22 36555
7 24 77436
7 27 133435
7 29 169955
7 31 52953
7 32 90729
7 34 66794
7 41 51378
7 43 162323
8 13 205969
8 15 168544
8 21 170143
8 24 166213
8 28 247843
8 29 192874
8 33 131754
8 38 173225
8 39 175273
8 40 183585
8 41 201013
8 42 285485
9 11 5793
9 13 111200
9 20 168760
9 22 97361
9 23 73574
9 25 81228
9 29 155816
9 32 84737
9 34 103959
9 38 118363
9 41 74103
9 43 156331
10 11 91436
10 12 110372
10 14 126845
10 15 116522
10 19 57648
10 20 83117
10 24 102273
10 26 127784
10 28 114292
10 29 166830
10 32 115566
10 34 72893
10 35 85067
10 36 98995
10 37 98622
10 38 32720
11 13 116993
11 16 112355
11 17 139959
11 19 62878
11 20 174553
11 21 100238
11 22 103154
11 24 77237
11 25 87021
11 30 27107
11 33 42778
11 34 109752
11 35 60031
11 37 112694
12 15 131301
12 18 52136
12 19 81814
12 22 122090
12 23 98303
12 25 105957
12 32 109466
12 33 61714
12 35 78967
12 37 131630
12 40 132616
12 42 235934
13 16 167314
13 18 83793
13 19 94315
13 20 205990
13 21 66342
13 22 123411
13 25 137614
13 29 103572
13 32 111551
13 33 74215
13 34 120508
13 35 110624
13 37 120730
13 38 117558
13 39 104052
13 40 79784
13 43 128228
14 15 98858
14 19 98287
14 20 209962
14 23 114776
14 26 195498
14 27 12271
14 30 93858
14 32 107579
14 34 124480
14 35 114596
14 37 116758
14 38 118784
14 39 100080
14 42 220552
15 17 39180
15 21 36488
15 23 87624
15 25 105521
15 26 159433
15 31 77840
15 37 17900
15 40 49930
15 43 98374
16 17 127657
16 20 224241
16 22 66268
16 24 170625
16 25 134039
16 26 187951
16 31 115876
16 32 119297
16 33 117010
16 39 63262
16 40 87530
16 43 162858
17 19 78024
17 24 95737
17 32 120877
17 33 98124
17 34 58486
17 36 84588
17 40 89110
17 41 71649
17 42 232144
17 43 137554
18 19 29678
18 22 69954
18 24 44037
18 25 53821
18 27 100036
18 30 6093
18 33 9578
18 36 65251
18 39 63326
18 43 128924
19 20 140765
19 22 49777
19 23 16489
19 25 73270
19 29 147114
19 31 18966
19 33 20100
19 34 46874
19 35 56509
19 37 78906
19 41 108367
19 42 154120
20 21 169283
20 22 157973
20 23 157254
20 27 219382
20 28 197409
20 30 147446
20 33 131775
20 34 155070
20 38 115837
20 40 182725
20 41 168233
20 42 246219
21 23 82939
21 25 101788
21 26 155700
21 28 108216
21 30 73131
21 31 47484
21 35 93869
21 37 54388
21 40 13442
21 42 158182
21 43 61886
22 24 113991
22 26 121683
22 28 152549
22 30 76047
22 31 68743
22 32 127284
22 33 69877
22 34 30239
22 35 96785
22 37 69578
22 40 107693
23 28 152678
23 29 137932
23 32 103497
23 34 30385
23 35 72998
23 37 69724
23 38 106857
23 40 74405
24 26 151770
24 29 191739
24 32 101367
24 34 120589
24 36 109288
24 37 123531
24 40 124517
24 42 227835
24 43 172961
25 27 151887
25 28 179488
25 29 125153
25 30 59914
25 31 54304
25 34 64868
25 35 80652
25 38 104870
25 39 106918
25 41 137990
25 43 163674
26 27 205799
26 28 149707
26 30 110354
26 37 141533
26 38 158782
26 41 175387
26 42 281302
26 43 217586
27 29 119815
27 30 106129
27 32 95308
27 33 90458
27 34 122124
27 38 131055
27 39 87809
28 29 61698
28 31 126065
28 32 94172
28 35 152498
28 37 129906
28 39 145926
28 40 121658
28 43 170102
29 32 155870
29 33 138124
29 40 136038
29 42 280778
30 31 25647
30 35 32924
30 38 97049
30 40 86573
30 42 189891
30 43 135017
31 32 76884
31 33 9976
31 34 65840
31 35 46385
31 37 59940
31 38 71402
31 41 104331
32 36 122581
32 37 99597
32 39 56035
32 43 107095
33 34 66974
33 36 74829
33 37 69916
33 38 81378
33 39 53748
33 40 70902
34 35 103383
34 36 53438
34 37 39339
34 39 80522
34 40 104790
34 42 174180
34 43 155613
35 37 106325
35 38 117787
35 39 90157
35 40 107311
35 41 111608
35 42 210629
35 43 155755
36 37 92777
36 40 126660
36 42 227096
36 43 175104
37 39 92098
37 40 67830
37 43 116274
38 39 124016
38 40 132328
38 41 175733
38 43 180772
39 40 24268
39 41 94956
39 42 120472
40 43 75328
41 42 215428
41 43 130843
42 43 220068
Case #232: 912
1 2 141934
1 3 97642
1 4 61808
1 5 169993
1 7 128705
1 8 116263
1 10 72259
1 11 65760
1 12 140094
1 13 97278
1 14 138855
1 15 124883
1 16 134101
1 17 138781
1 18 136415
1 19 178178
1 20 117611
1 21 138243
1 22 105935
1 23 119706
1 24 132562
1 25 111160
1 27 127159
1 28 191451
1 29 162959
1 30 165478
1 31 108452
1 32 89216
1 33 95827
1 34 86374
1 35 85341
1 37 119741
1 38 122290
1 39 140031
1 41 171342
1 43 128173
1 44 112311
1 45 201656
1 46 94062
1 47 119445
2 3 117549
2 4 112686
2 5 92083
2 7 36837
2 8 68028
2 10 82673
2 11 76174
2 12 77192
2 13 107692
2 14 52607
2 15 111295
2 16 19689
2 17 149195
2 19 144427
2 20 56883
2 21 73191
2 22 35999
2 23 39712
2 24 33973
2 25 48258
2 26 123254
2 27 57223
2 28 80305
2 29 69952
2 30 68692
2 31 118866
2 32 52718
2 33 108588
2 34 98529
2 35 95755
2 36 90474
2 37 49805
2 38 132704
2 39 70095
2 41 86231
2 42 23511
2 43 13761
2 44 128257
2 46 104476
2 47 104909
3 4 35834
3 5 132285
3 7 126864
3 8 83565
3 9 44842
3 11 41375
3 12 64467
3 13 72893
3 14 92809
3 15 30364
3 16 107023
3 17 114396
3 18 41896
3 19 97426
3 20 69829
3 21 106887
3 22 81550
3 23 98973
3 25 90427
3 26 65387
3 28 167066
3 29 138574
3 30 139504
3 32 64831
3 33 69853
3 35 60956
3 36 132643
3 37 68489
3 38 97905
3 39 71294
3 40 74005
3 41 128988
3 42 128082
3 44 153186
3 45 177029
3 47 21803
4 5 120834
4 7 122001
4 8 54455
4 9 9008
4 11 77209
4 12 97178
4 13 108727
4 14 118534
4 15 63075
4 16 92997
4 17 150230
4 18 74607
4 19 133260
4 21 89084
4 23 113020
4 24 124772
4 25 121566
4 26 98098
4 27 73099
4 28 183661
4 29 110244
4 31 91213
4 32 100665
4 33 34019
4 34 24566
4 37 80517
4 38 133739
4 39 100807
4 40 94938
4 41 109534
4 42 98972
4 43 98925
4 44 174119
4 45 172408
4 46 105511
4 47 57637
5 6 135719
5 7 113268
5 10 114628
5 12 117684
5 13 139647
5 14 39476
5 15 101921
5 16 85252
5 17 181150
5 18 113453
5 19 197462
5 20 68808
5 22 67954
5 23 80204
5 24 126056
5 25 88750
5 26 107310
5 27 84911
5 28 168206
5 29 158416
5 30 160775
5 31 150821
5 32 84673
5 34 127384
5 35 127710
5 37 81760
5 39 87795
5 40 140759
5 41 142259
5 42 105086
5 43 90192
5 44 168749
5 46 136431
5 47 116834
6 7 117913
6 8 87626
6 9 54538
6 11 51071
6 12 74163
6 13 82589
6 14 96810
6 15 40060
6 16 100765
6 18 51592
6 19 107122
6 20 66911
6 21 103969
6 22 72599
6 23 108669
6 24 117873
6 25 100123
6 26 75083
6 27 51375
6 28 172851
6 29 148270
6 30 137930
6 32 74527
6 33 79549
6 34 70096
6 35 70652
6 36 142339
6 37 58793
6 38 107601
6 39 79083
6 40 83701
6 41 119292
6 42 132109
6 44 162882
6 45 167333
6 46 79373
6 47 31499
7 8 87953
7 9 112993
7 10 91988
7 11 85489
7 12 86507
7 13 117007
7 14 89444
7 15 120610
7 16 29004
7 19 153742
7 20 66198
7 22 45314
7 23 49027
7 24 70810
7 26 132569
7 28 117142
7 29 106789
7 30 105529
7 31 128181
7 32 62033
7 33 117903
7 34 128551
7 35 105070
7 36 59761
7 37 59120
7 38 142019
7 39 79410
7 41 119619
7 43 23076
7 44 137572
7 45 96559
7 46 113791
7 47 114224
8 9 63463
8 10 60797
8 11 54298
8 12 121428
8 13 85816
8 14 81686
8 15 113929
8 16 70805
8 17 127319
8 18 125461
8 19 180991
8 20 107999
8 21 105168
8 22 42639
8 23 90828
8 24 102001
8 25 99374
8 26 127125
8 27 36251
8 28 142891
8 29 133101
8 32 59358
8 33 87616
8 34 79021
8 36 141590
8 38 110828
8 39 49123
8 40 86928
8 41 89332
8 42 44517
8 43 64877
8 44 166109
8 45 127750
8 46 82600
8 47 61762
9 10 92716
9 11 86217
9 12 106186
9 13 117735
9 14 127542
9 15 72083
9 16 83989
9 18 83615
9 19 142268
9 20 46795
9 21 80076
9 24 115764
9 25 112558
9 27 82107
9 28 174653
9 29 101236
9 30 94662
9 31 100221
9 32 109673
9 33 43027
9 35 105798
9 36 139760
9 37 89525
9 38 142747
9 39 109815
9 41 100526
9 43 89917
9 44 183127
9 45 163400
9 46 114519
9 47 66645
10 11 6499
10 12 71487
10 13 38017
10 14 79594
10 15 78238
10 16 71122
10 17 66522
10 18 89770
10 19 126092
10 20 83730
10 21 120788
10 22 46674
10 23 51099
10 24 60303
10 25 42553
10 26 106599
10 28 119192
10 29 96282
10 30 95022
10 31 36193
10 32 29955
10 33 93387
10 34 108274
10 35 13082
10 36 84769
10 37 60480
10 38 50031
10 39 80770
10 40 39129
10 41 120979
10 42 105314
10 43 68912
10 44 118310
10 45 142395
10 46 34801
10 47 69677
11 12 77986
11 13 31518
11 14 73095
11 15 71739
11 17 73021
11 19 132591
11 20 77231
11 21 114289
11 22 40175
11 23 57598
11 24 66802
11 25 49052
11 26 100100
11 27 61399
11 29 97199
11 31 42692
11 33 99886
11 34 101775
11 35 19581
11 36 91268
11 37 53981
11 38 56530
11 39 74271
11 40 32630
11 41 114480
11 42 98815
11 44 111811
11 45 135896
11 46 28302
11 47 63178
12 13 109504
12 14 79820
12 15 34103
12 16 57503
12 17 138009
12 18 22571
12 19 79778
12 20 94697
12 21 111005
12 22 78789
12 23 37480
12 24 111165
12 25 28934
12 26 46062
12 27 100013
12 29 131181
12 30 145884
12 31 107680
12 32 62070
12 33 131197
12 34 94020
12 35 84569
12 36 71150
12 37 92595
12 38 121518
12 40 110616
12 41 153094
12 43 63431
12 44 119682
12 45 136914
12 46 106288
12 47 86270
13 14 104613
13 16 99859
13 18 92073
13 19 164109
13 20 104305
13 21 141363
13 22 71693
13 23 89116
13 24 98320
13 27 92917
13 28 157209
13 29 128717
13 30 133039
13 31 74210
13 32 54974
13 33 131404
13 34 133293
13 35 51099
13 36 122786
13 37 85499
13 38 88048
13 39 105789
13 40 64148
13 41 145998
13 42 130333
13 43 93931
13 44 143329
13 45 167414
13 47 56279
14 15 62445
14 16 72296
14 17 146116
14 18 73977
14 19 159598
14 20 108284
14 22 66358
14 23 59432
14 24 86580
14 26 97468
14 27 45435
14 29 122559
14 30 121299
14 31 115787
14 32 49639
14 33 111636
14 35 92676
14 36 93102
14 37 52853
14 38 129625
14 39 73143
14 40 105725
14 41 113352
14 42 76118
14 43 66368
14 45 112329
14 46 101397
14 47 114612
15 16 91606
15 18 11532
15 19 113881
15 21 110583
15 25 63037
15 26 35023
15 27 91435
15 31 114431
15 32 95195
15 33 97094
15 34 87641
15 35 91320
15 36 105253
15 37 88398
15 38 128269
15 39 101658
15 40 104369
15 41 148897
15 42 134806
15 43 97534
15 44 153785
15 45 171017
15 46 100041
16 19 124738
16 20 37194
16 21 53502
16 23 20023
16 24 53662
16 25 28569
16 26 103565
16 28 99994
16 30 88381
16 32 44885
16 33 100755
16 34 99547
16 35 84204
16 37 41972
16 38 121153
16 39 62262
16 40 100971
16 41 102471
16 42 43200
16 43 5928
16 44 108568
16 45 79411
16 46 96643
16 47 85220
17 18 156292
17 19 59570
17 20 150252
17 21 187310
17 22 113196
17 24 126825
17 25 109075
17 27 134420
17 28 145415
17 29 162804
17 31 102715
17 32 96477
17 33 159909
17 34 174796
17 36 151291
17 37 127002
17 38 16491
17 39 147292
17 40 105651
17 42 171836
17 43 135434
17 44 184832
17 45 208917
17 46 101323
17 47 136199
18 19 102349
18 20 111725
18 21 99051
18 23 60051
18 24 133736
18 25 51505
18 26 23491
18 27 102967
18 29 108610
18 30 129314
18 31 125963
18 32 84641
18 34 99173
18 35 102852
18 36 93721
18 37 99930
18 38 139801
18 39 113190
18 41 160429
18 42 123274
18 43 86002
18 44 142253
18 45 159485
18 46 111573
18 47 63699
19 20 161932
19 21 178240
19 23 117258
19 24 178400
19 25 108712
19 26 125840
19 27 158497
19 28 204985
19 29 210959
19 30 213119
19 31 162285
19 32 141848
19 34 157826
19 35 113010
19 39 168720
19 40 165221
19 41 226414
19 44 199460
19 45 204149
19 46 160893
19 47 119229
20 21 37058
20 23 57217
20 25 65763
20 27 86584
20 28 137188
20 29 126835
20 30 125575
20 31 119923
20 32 82079
20 33 89822
20 34 62353
20 35 96812
20 36 107979
20 37 79166
20 38 133761
20 39 93103
20 40 109861
20 41 139665
20 42 80394
20 43 43122
20 44 145762
20 46 105533
20 47 48026
21 22 81668
21 23 73525
21 24 107164
21 27 76862
21 28 153496
21 29 143143
21 30 141883
21 31 147843
21 32 98387
21 34 95634
21 35 133870
21 37 76335
21 38 170819
21 40 146919
21 41 136056
21 43 59430
21 44 162070
21 45 132913
21 47 85084
22 23 48189
22 24 69091
22 25 56735
22 27 21224
22 29 90462
22 30 103810
22 31 82867
22 32 16719
22 33 72589
22 34 118889
22 35 59756
22 36 98951
22 37 13806
22 38 96705
22 40 72805
22 41 74305
22 43 22238
22 44 136734
22 45 95721
22 47 103353
23 24 73685
23 25 8546
23 26 83542
23 27 69413
23 28 120017
23 31 87292
23 32 64908
23 33 120778
23 34 99141
23 35 64181
23 36 50762
23 37 61995
23 38 101130
23 40 90228
23 41 122494
23 42 63223
23 43 25951
23 44 88545
23 45 99434
23 46 85900
23 47 105243
24 25 82231
24 26 121098
24 27 90315
24 29 35979
24 30 34719
24 31 96496
24 32 52372
24 33 141680
24 34 113823
24 35 73385
24 36 124447
24 37 82897
24 38 110334
24 39 103187
24 40 99432
24 41 120204
24 42 57484
24 43 47734
24 44 138232
24 45 93695
24 47 129980
25 26 74996
25 27 77959
25 28 128563
25 29 118210
25 30 116950
25 31 78746
25 33 129324
25 34 107687
25 35 55635
25 36 42216
25 37 70541
25 38 92584
25 39 90831
25 40 81682
25 41 131040
25 42 71769
25 43 34497
25 44 90748
25 45 107980
25 46 77354
25 47 112230
26 28 179987
26 29 85119
26 30 152805
26 32 108132
26 33 132117
26 34 122664
26 38 156630
26 39 118582
26 40 132730
26 41 158791
26 42 146765
26 43 109493
26 44 165744
26 45 182976
26 46 128402
26 47 87190
27 28 121476
27 30 86555
27 31 70981
27 32 37943
27 33 66201
27 34 97665
27 35 80980
27 36 120175
27 37 7418
27 39 27708
27 40 94029
27 41 67917
27 42 80734
27 43 43462
27 44 157958
27 45 115958
27 46 89701
27 47 82874
28 29 94868
28 31 155385
28 32 111261
28 33 172841
28 34 172712
28 35 132274
28 36 170779
28 37 114058
28 38 128924
28 40 158321
28 41 166536
28 43 94066
28 45 140027
28 46 153993
28 47 185214
29 30 70698
29 31 132475
29 32 73743
29 33 144263
29 34 85678
29 35 109364
29 36 160426
29 37 104268
29 38 146313
29 39 124558
29 40 129829
29 41 156183
29 42 93463
29 44 102253
29 45 129674
29 46 125501
29 47 160377
30 31 131215
30 33 137689
30 35 108104
30 36 159166
30 37 93973
30 38 145053
30 39 114263
30 40 134151
30 42 92203
30 43 82453
30 45 128414
30 46 129823
31 32 66148
31 33 57194
31 34 115779
31 35 49275
31 36 120962
31 37 78399
31 38 86224
31 39 98689
31 40 75322
31 41 138898
31 43 105105
31 45 178588
31 46 70994
31 47 105870
32 33 89308
32 34 125231
32 35 43037
32 36 114724
32 37 30525
32 38 79986
32 39 50815
32 41 91024
32 42 76229
32 44 135267
32 45 112440
32 46 51758
32 47 86634
33 34 58585
33 35 106469
33 36 111257
33 37 58783
33 38 143418
33 39 79073
33 40 128957
33 41 119282
33 42 132099
33 43 94827
33 45 167323
33 46 128188
33 47 91656
34 35 121356
34 37 105083
34 39 125373
34 41 116084
34 42 122040
34 43 105475
34 44 187686
34 45 158251
34 46 130077
34 47 82203
35 36 97851
